@relation tweets

@attribute TweetText string
@attribute sentiment {negative,irrelevant,neutral,positive}

@data
'Measure your MarketingGet the FREE Analytics Campaign Tagger sheet for Google Analytics now',neutral
'Shoutout to our New Twitter Friends WelcomeToTwitter Thanks to everyone following xrvolume myspace wordpress Google',irrelevant
'Calling All IceCreamSandwich Lovers Google Samsung Like in Hong Kong A new look at whats new from Android',neutral
'Been off twitter for a few days as I smashed my iPhone but apple were very nice and gave me a new one',positive
'NoVaTyler apple Most of mine are gone too Not recovered after I saved them b I upgraded my iPhone Soooo pissed',negative
'Hates facebook whores twitter',neutral
'RT JRoc She lovin JohnnyVegas But no Twitter',neutral
'cnbcfastmomey what price should I sell apple for',neutral
'Microsofts Ballmer promises Nokia Windows phones next week slams Android WP WindowsPhone',neutral
'donchele vaya trabaje con Google mejor jajajajajajajaj',irrelevant
'o Netex foi perguntar pra Eriikuxa se o novo Twitter dela vsf eurir kkkkkkk e ainda disse a ela q foi eu q perguntei',irrelevant
'I OUT Twitter Till mar',neutral
'Shout out to all the single mothers on Twitter',neutral
'RT tomkeene Thx instagram Thx apple hypo D trix',positive
'fitotorresm Camarada EderCarmona si tiene Twitter veremos la pelicula si la encuentra XD',irrelevant
'apple siri cant connect to the network its LESS useful that VoiceControl now',negative
'One word wow RT jldavid iPhone S First Weekend Sales Top Four Million via apple',positive
'Google details Android Ice Cream Sandwich offers SDK Android Google',neutral
'Twitter honey i dont freaking know anymore gtlt',neutral
'UVillage store fits Microsoft consumer strategy microsoft Technology',neutral
'Why didnt apple provide GB per device for cloud backup Why just GB per account Silly',neutral
'cloudnewsindia New Version of Cloud InTune is Available Posted on Windows NewsMicrosoft has just',neutral
'Google Docs presentations get realtime collaboration transition effects and more SocialMedia SMM',neutral
'jonsibley Actually the Apple mouse is pretty sweet man',positive
'Microsoft Windows Server R Enterprise OEM preisvergleich Bewertung softline test Microsoft',neutral
'hey apple do you wanna fix my fucking playlist order you piece of shit',negative
'TreyRatcliff Congrats on making it to the google android demo icecreamsandwich',neutral
'Android ICS is looking pretty good Not quite sure if its worth the numbering leap google',positive
'Avanade staat op in de top financieel krachtigste IT bedrijven Boven moederbedrijven Microsoft en Accenture',irrelevant
'Sorry apple but iMessage will never be what BBM is Disappointed',negative
'facial recognition failed IceCreamSandwich jajajajajajaj FacialUnlock samsumg Google',negative
'Do the Creep ahh JokeAholicP and AmiraAldewick googledates',neutral
'The Power of Twitter',neutral
'TRUE RT ELDESTRIPAPUTAS YO SOY LO MAS CABRON QUE HA NACIDO EN TWITTER QUIEN ES TWITTERO ANTIGUO LO SABE DESDE NOVIEMBRE DEL',irrelevant
'If Microsoft earnings disappoint blame consumer PC sales via cnet',neutral
'RIM should really take an in debt look at Googles strategy They released the NDK for Icecreamsandwich HOURS after release ics',positive
'Anyone seen this If your brand needs to track SEO keyword landing through to a conversion well Google just capped',neutral
'RT jeffbullas Twitter Reveals Its Latest Growth Numbers Twitter SMM SocialMedia',neutral
'Google Ice Cream Sandwich Android a handson screenshot gallery',neutral
'Bueno Maana Es Un Da Largo Y Agitado TWITTER OF',irrelevant
'RT ZDNet Google steps up its privacy game launches Search Encryption GoodToKnow privacy personal data control',neutral
'Omni Touch Screen System going beyond the touch screens Featured TechampGadgets Microsoft Omnitouch',neutral
'The folks at apple are awesome So glad I a mactard',neutral
'Usagi Yojimbo RPG Core Rules pdf ebook google',irrelevant
'Apple iOS geolocation Suburbs with words drops Map Pins in other States Please fix',negative
'Rumor New screen sizes specs coming to Windows Phones windowsphone microsoft neowin',neutral
'I am crazy about iOS The photo cropping is the best apple',positive
'apple not happy with Apple today I did the suggested software update and now nothing works',negative
'Microsoft lanza sitio oficial de Skype desde Bolivia',irrelevant
'The only letdown of the Samsung Galaxy Nexus phone is the MP Camera ICS Samsung SamsungGalaxyNexus SGN Android Google',negative
'so society network google empowerment notes Facebook should not be taken lightly',neutral
'goodmourning twitter',neutral
'RT FucknWithFatty Twitter needs to get their shit together cause they fucking up Im not getting my RTs or mentions',negative
'twitter people when someone blocks u can they see ur twitts direct to them twitter',neutral
'Microsoft bitchslaps VMware in new paper Microsoft calls out VMware for bogus benchmark numbers',neutral
'realmente indispensvel nos dias de hoje os servios corporativos oferecidos pelo SKYPE Fato TI Microsoft',irrelevant
'RT technabob Using a Touchscreen Through Your Pocket Made Possible by Microsoft PocketTouch Have you',neutral
'tengo q ir a dormir pero no qiero xD Twitter D',irrelevant
'st impressions of iOS Disappointed w upgrade restore Lot of apps folders missing apple do how much time went in orging it fail',negative
'Watching podcast of Steve Jobs Bill Gates at D Gates sucks at tech predictions All talk Apple Microsoft',negative
'Twitter timeline and mentions up the shit',negative
'RT fucktec Google confirms Nexus S will get IceCreamSandwich for real this time Gingerbread devices too',neutral
'RIM to release new generation of phones in the new year to contend with Apple Hmmm',neutral
'Google go went goneserver issues first time since agesnow my faith in Tech from RIM to Microsoft has been completely lifted',negative
'RT SHlFT dear google samsung learn some presentation first please',negative
'Hola Twitter y tambin hola estpido caso clnico uu',irrelevant
'Hugo is buddies with Cent google android',neutral
'Microsoft di noi utilizza servizi cloud senza saperlo Rivelata release di WindowsPhone e aggiornamenti Hotmail',irrelevant
'the announcement is in hong kong gotcha icecreamsandwhich android galaxynexus mynextphone google ics droid',neutral
'RT gdcurry Really Apple What have you done to my iTunes now I cant click on Music Movies TV Shows or any playlists I get a l',negative
'Je moet er wel een mechanische papegaai voor op je schouder hebben maar dan heb je ook wat Erg gaaf microsoft',irrelevant
'I guess I should go hublot apple and ZegnaOfficial shopping next week Birthdays only come once a year Lol',irrelevant
'Motorola Droid Razr vs Samsung Galaxy Nexus chart CNET blog nexus one google',neutral
'When Im about to tweet something and I cant remember how to spell I go straight to Google',positive
'Ballmer mocks Android promises a bunch of new Nokia Windows Phones next week video microsoft windows',neutral
'o TWITTER FODA Esposa defende Luis Fabiano no Twitter Jogo Aberto gt o bixo pegou',irrelevant
'Buy more products of Hemp Jewelry Instructions nowFree ship Apple Peeler',irrelevant
'studiodev aha et qui est ce qui va remonter dans les rsultats google p',irrelevant
'Ok so it was a lion and not a leopard Too much upgrading this weekend apple',neutral
'Bout to tweet about tweeting twitter Seahawkswag',neutral
'cpmorris congrats on joining twitter',neutral
'hm You can directly share your Facebook photos on Twitter with',neutral
'Video card on Kimaris workstation died after just six months So long hp Hello apple',positive
'Smart as hell The Great Tech War Of fmanjoo FastCompany Fab Four apple google amazon facebook',neutral
'MEU TWITTER TA TO MOVIMENTADO D ai sim em',irrelevant
'Comooo es q me dices q he llegado alos limites de uso twitter no q lo nuestro duraria siempre X',irrelevant
'Conoce al nuevo Samsung GalaxyNexus con Android IceCreamSandwich Google Smartphones',irrelevant
'Well we should knw that this isnt the app from google unlike Apple',neutral
'Loving these names Google Chases Apple With Ice Cream Sandwich mobile',neutral
'ATTCustomerCare att apple I already have an iPhone with an ATT contract Can I buy a factory UNLOCKED iPhone S with my contract',neutral
'When I say Im going to bed that really means Im gonna sit on twitter for min then go to bed Twitterlt',positive
'SEO backlinks google index Free Tool',neutral
'wwwgeolocotv Geoloco future of tech brands ads in location revolution San Francisco keynotes Google Facebook Starbucks',neutral
'Google Endlich Alle offiziellen Details zum Google Galaxy Nexus und zu Android Ice Cream Sandwich mit Videos',irrelevant
'Que segn un humano puede decir palabras en horas Y cuando no hay con quien vomitarlas todas A cierto el chat o twitter',irrelevant
'RT NeowinFeed Microsoft CEO says company got lucky when Yahoo deal fell apart microsoft steveballmer neowin',neutral
'Galaxy Nexus lb i novinky v ICS Najt truhlu se zlaky je mj D Snad jet nezapomenou na Nexus One Google',irrelevant
'Twhistler makes Twitter sing twitter',neutral
'Shes a freaked out philosopher on twitter lol girl bye',neutral
'Google Samsung unveil Ice Cream Sandwichpowered Galaxy Nexus',neutral
'Anyone know why we can only read iBooks on the iPhone and iPad Any ideas how to read them on mac apple',neutral
'been using microsoft office for years well here are some tips to be more efficient that even you might not know',neutral
'Blog Post Cool Tool Microsoft Mouse Without Borders Tools Utilities microsoft',positive
Twitter,irrelevant
'adiman google fail',negative
'Congrats to Microsofts Monica Diaz for being part of HispanicBizMag Most Influential Hispanics',neutral
'RT DJTREBEL fail i guess apple didnt notify these clowns that the iPhone isnst out yet',neutral
'Would you look at that SouthwestAir does Apple style welcomes as well customerappreciation custserv',neutral
'I might call it a night goodnight twitter',neutral
'Email with line preview offline search of any amount of emails you want Android Google',neutral
'Man Twitter Is Gettin BORING',negative
'TeamFollowBack TFB MustFollow MF FollowNow FN FollowFriday FF IFB Twitter Follow allrgictyu yibumsuk DatFix Alleyupi',irrelevant
'Put your twitter on autopilot and let it gain followers for you TeamFollowBack Twitter autopilot aday',neutral
'Yeh behatreen samay hay parivar honeka says the microsoft ad in hindi Preaching family values to indians Get a local ad agency guys',negative
'Android Google Texas Instruments Its Not the Number of Cores Its Sophistication DhilipSiva',neutral
'Microsoft shows touch screen for any surface',neutral
'Mkiite twitter Off',neutral
'GoogleGoogleGalaxy Nexus androidjp samsung google galaxynexus',irrelevant
'Microsoft desarrolla una pantalla tctil proyectada sobre cualquier superficie microsoft tecnologia tic omnitouch',irrelevant
'Android Google Ice Cream Sandwich Feature Closer Look Resizable Widgets Folders Multitasking And DhilipSiva',neutral
'kvanee hahaha entonces q espera para irse a dormir aja pero el vicio del twitter le gana mas hahaha uii no seito eso no se hace lol',irrelevant
'Thank you apple for Find My Mac just located and wiped my stolen Air smallvictory thievingbastards',positive
'VIDEO Microsoft CEO Steve Ballmer talks at WebSummit about Yahoo Bing and more',neutral
'New iOS update is THE BEST iloveyou apple',positive
'Hitting the sack early Gnight twitter',neutral
'This does not bode well After charging all night my Apple iPhone S has battery after only hr off charger with no calls light use',negative
'The Ice Cream Sandwich presentation was very buggy however looks much more promising than expected Android GalaxyNexus Google',neutral
'ipad mi aparato favorito de la vida frase celebre de Azay Carrasco apple ipad',irrelevant
'Google y Samsung lanzan oficialmente el GalaxyNexus con Android IceCreamSandwich',irrelevant
'Gee I cant imagine that the maps app graphic from this Samsung website will help their court cases vs Apple',neutral
'Im givin this stupid apple reserve system days If I cant get reservation Ill never buy any Apple products yup I hate contracts',negative
'Calling All IceCreamSandwich Lovers Google Samsung Like in Hong Kong A new look at whats new from Android',neutral
'Saindo Twitter',irrelevant
'RT Apple We destroying you next RT therealterica Duh TeamAndroid RT JuanHustle I got a feeling we living in the last days of Blackberry',neutral
'RT Gaabisfc My twitter age is days hours minutes seconds Find out yours at twittertime',neutral
'RT edatpost Bah Genius BAR RT edatpost Apple fan Eric Holder spotted at the Genius Store',neutral
'SamsungAndroid GoogleGALAXY Nexus ITmedia google',irrelevant
'RT cmaneu stage Toulouse Microsoft net SuperBote Win geeks Please RT',irrelevant
'Microsoft delivers developer preview of Roslyn compiler as a service',neutral
'RT lcashdol Too bad google didnt have a tribute graphic for DennisRitchie',neutral
'Microsoft extends revenue guarantees to Yahoo Yahoo disclosed today that Microsoft extended',neutral
'Today I was introduced as BigDealDawson at LGFW O twitter and social media I love you Teehee xx',positive
'ferchowii AdrMartCom Apple no tengo',irrelevant
'RT martijnkoster Zeer leerzame dag vandaag redhat en microsoft Morgenvroeg naar tallgrass voor de nieuwste technieken op glasvezel',irrelevant
'Google llega a millones de usuarios aunque su problema sigue siendo la poca permanencia en esta RedSocial',irrelevant
'Whoa Line at apple store in Glendale for iPhone S',neutral
'Elitotora Ajajaja Pero si avis poh Ac en el twitter adem q te dije q la iba a ver xD',irrelevant
'RT smartreMarks RT Itskcheese some stuff you only find on TWITTER lolz lt LMAO',neutral
'Teamfollowback Microsoft expands Windows Phone Marketplace to India microsoft windowsphone india',neutral
'A Great iPhone S Review engadget iphone apple',neutral
'RT olibe For Twitter free speech is what matters not real names factsandtools Twitter Google',irrelevant
'Ive seen a couple of iPhone Ss already but still no Windows Phone s ever Microsoft not so hot',negative
'DAMN Galaxy Nexus Google Android time for me to upgrade my Nexus S xD',neutral
'adityasood apple Quora I totally agree was talking wfriends about that yesterday Siri Everywhere',neutral
'RT BarbieGeek Wordperfect Windows Microsoft Bill Gates llamado a declarar por un antiguo caso de monopolio contra Microsoft http',irrelevant
'Terminaux Windows empchant dinstaller Linux la polmique enfle Microsoft',irrelevant
'Watching ice cream sandwich So far it only melted when attempting facial recognition during unlock YouTubecomandroid Samsung google',neutral
'Windows Phone Tango and Apollo rumors suggest new screen specs microsoft windows',neutral
'RTJohanBlok Smartsite prijsmodel voor Microsoft Azure cloud afgerond Volgende week eerste site live in the cloud in',irrelevant
'WindowsPhone would get a lot more blog and review love if Microsoft provided a tool to grab screenshots Its nearly impossible wpt',negative
'GoodNightPeople Hasta Mn Twitter B',irrelevant
'Forget the phone Nice UI Liking the Scroll Feature android google nexus',positive
'Suddenly lost all address book on GS iPhone And someone was using my Apple ID It all fucked up',negative
'Galaxy Nexus android galaxy nexus google',irrelevant
'RT rickholgate Packed session on Apple and Google at GartnerSYM Indicator of todays mindshare',neutral
'microsoft intervista vivido sul cloud',irrelevant
'Lunch today Eating it at Microsoft while attending VSLive Priceless',positive
'Google When you perform texas hold em do you have to use the cards you are dealt go through on wikileaks',irrelevant
'Google announces NFCbased Android Beam for sharing between phones',neutral
'Me he vuelto un ser nocturno gracias a las redes sociales Twitter como una de mis favoritas MoreDigitalLessHuman',irrelevant
'Google adds default endtoend encryption to search via regvulture Ik zeg goed bezig Jammer dat microsoft achter',irrelevant
'Europe Approves Microsoft Takeover of Skype UK London',neutral
'RT twandroid Deux lignes sont affiches sur la premire page de GMail pour chaque mail un aperu en quelque sorte google nexusprime',irrelevant
'RT jeffbullas What Is A Facebook Like Worth For Your Business SMM SocialMedia Twitter',neutral
'RT dulmandakh Google',irrelevant
'ZackSiezmagraff A few people are reporting twitter retweets not working Probably a technical problem',negative
'Un generador de partculas subatomicas marca Acme es mas divertido que ver a una mosca dormir hedicho Twitter Off',irrelevant
'SpeechTrans on Apple App store listed as the best bidirectional Speech To Speech Translator Posts on Twitter',neutral
'RT centroandroid Google presenta Android Beam una nueva forma de compartir por NFC',irrelevant
'obrigado cpfl obrigado microsoft obrigado totvs hellonearth',irrelevant
'Need to update my apps my apple ID is disabled Dont know what to do apple AppStore itunes SiriAssistant',neutral
'I dont understand y Google mail can work seamlessly in all browsers in all platforms and Microsoft Exchg sucks n says you need IE',negative
'RT drewbezanson You can literally go back and forth between Facebook twitter text and email all do technology is too good',positive
'RT WinRumors If you missed this earlier Steve Ballmer bashes Android phones video microsoft windows',neutral
'Che a alguien le gusta mi nuevo fondo o mi icono de twitter o',irrelevant
'Vous rappelez vous lpoque du Gros Mchant Microsoft',irrelevant
'New Galaxy Nexus App Improvements Beam sharing using NFC nexus samsung google android bitlynEJbyE',neutral
'Use Twitter to generate traffic to your website',neutral
'caramba a galera da google mandou muito bem no novo android novidades na app da camera esto d soudev o quero o novo Google Nexus D',irrelevant
'raellenkoga kk isso porque eu ttinha twitter antes de voc mais ttinha esqueciido de tudo S kkkkkkk',irrelevant
iPadApple,irrelevant
'apple you can suck it you and your fucking iPhones better be glad its all I like cause the service Is fucking terrible',negative
'So so excited for all of the new Android features Awesomeness Android ICS Google GalaxyNexus',positive
'apple Siri is amazing',positive
'RT SimonTownsend Microsoft tests and proves AppSense enterprise scalability K users on one personalization DB',neutral
'Blessing in disguise Ballmer feels lucky Microsoft didnt buy Yahoo in business',neutral
'Microsoft Stores offer up free Windows Phone devices microsoft microsoftstores',positive
'ICS android is going to kill both Mango wmp microsoft and rimm it already killed webOS and Nokia OS',negative
'Have anyone of you found a Twitter to Google tool Google Twitter',neutral
'Kinect Sports Nos premires impressions kinect microsoft',irrelevant
'Create new folders from within your photo album in iOS finally Thanks Apple thats been a thorn in my side for a while newfeature',positive
'danielpulido Con el tiempo querido amigo entenderas pronto aprenderas alabado sea twitter el diario de personasinviables D',irrelevant
'nandkrish Microsoft arrogance again Ballmer says you need to be a computer scientist to use Android',neutral
'apple just now seeing none of my Microsoft Office programs work anymore after Lion upgrade Why',negative
'Twitter should have Emoticons',neutral
'RT twandroid Possibilit de mettre des contacts dans les dossiers google nexusprime',irrelevant
'MissHell Umm pretty sure I typed Apple not you but okies whyd you do it then grin',irrelevant
'Loved the introduction of the Google Galaxy Nexus Ice Cream Sandwich Really looking forward to my new phone android ics nexus google',positive
'apple cu',negative
'Microsoft verlngert Umsatzgarantien fr Suchpartner Yahoo Yahoos InterimsCEO Tim Morse zufolge sol microsoft',irrelevant
'twitter keeps me from sleeping soaddicted',neutral
'Win an Apple iPod Touch from Mommygaga get the Pampers Hello World Baby Memories App PampersHelloApps',neutral
'Android Ice Cream Sandwich announcement roundup android google',neutral
'Microsoft researchers want to turn your hand into a touchscreen via arstechnica',neutral
'Twitter Off',neutral
'Warum steht bei anked eigentlich ehemalige Microsoft Managerin und nicht Zuknftige Piraten Stadtrtin AnneWill',irrelevant
'Lo primero que pongo cuando abro el navegar es Twitter Luego Facebook y de ultimo Hotmail jajaja',irrelevant
'Microsoft Takes a Shot at the Wii in Their Newest DanceCentral Ad Video Kinect games',neutral
'RT petapixel iPhone S vs Canon D Mark II A sidebyside comparison of p HD video ltltapple Wow',neutral
'RT DanyFajardo DanielaS eso Google',irrelevant
'GMusic Unites Google Music with Apple iOS Apps republished',neutral
'I am very upset about and inconvenienced by this iphone update failed backup iphone apple',negative
'RealJaythoven twitter and Facebook gone get sumbody beat up mane everybody b so reckless',neutral
'tava fazendo o twitter da minha irm kkk',irrelevant
'RT derryXOwners I like twitter',positive
'You know apple Its been almost a week since I paid for iTunes Match I would really like to use it Any ETA on a fix',negative
'So let me get this straight microsoft makes windows phone microsoft owns skype but theres no skype app for windows phone',negative
'WPdesignteam joebelfiore windowsphone You guys just taught Google Android how to design a decent phone So much Metro Good Job guys',positive
'O piratasdainformatica s no disse se o Bill Gates tbm dono da Apple',irrelevant
'Ballmer Microsoft fue afortunado de no haber adquirido Yahoo en previo al colapso financiero de aquel momento',irrelevant
'Microsoft opens the spigot Windows Phone Mango available to all microsoft windowsphone Microsoft has said th',neutral
'RT twandroid Nouvelle app Calendrier plus pure google nexusprime',irrelevant
'Creo que hoy es mi ultimo da en Twitter',irrelevant
'Hrt einen Vortrag von Leslie Lampert einem Microsoft Guru',irrelevant
'microsoft announces SP for office and sharepoint',neutral
'Big Data and the Cloud More Hype or a Real Workload azure hpc microsoft',neutral
'RT TalkYoISH Dear Apple Can We Get Some AfroAmerican Emoticons Management',neutral
'ferisykes por fi te encuentro en Twitter DD',irrelevant
'Android ICS predice cul ser tu gasto de datos y te advierte o bloquea para que no gastes ms dinero tecnologia ciencia google',irrelevant
'SEO TipMeta nofollowed or robotstxt blocked pages DO receive pagerank juice when they get links google',neutral
'Voici un trs bon rsum de lannonce du GalaxyNexus de Google',irrelevant
'RT JuanJimenezV Tan linda MiN me arreglo el Twitter de nuevoooo',irrelevant
'IOS has one problem when i save someone in my contacts they dont show his nam becuz of the region apple apple',negative
'keizai sumaho google',irrelevant
'is oxycodone and nyquil a bad mix lol I dont think so but ineedadoctor and Im to lazy to use google',neutral
'Apple thank you for sucking so much I cannot believe you would sell something online that isnt made',negative
'Apple have just announced they sold million phones this weekend Incredible That recession continues to bite apple recession',neutral
'RT whymicrosoft Are you making the move from GoogleApps to Microsoft gtgt Metalogix can migrate you from GoogleApps to SharePoint',neutral
'alejado de twitter y facebook mi vida esta vacia ya ni tiempo tengo de quejarme',irrelevant
'My thoughts on tonights Google Ice Cream Sandwich and Samsung Galaxy Nexus talk',neutral
'nataliagdl hahahaha bby obviamente no es para ti ni para nadie en Twitter',irrelevant
'blackberry boo hissapple wuhu When will my berry powered technology actually work',positive
'apple appstore mac iOs Ipad siri Will siri be available for iPad',neutral
'Microsoft e Adobe i pi danneggiati dalla pirateria mercato',irrelevant
'tas Thnx Isnt Twitter pretty damn amazing Hope yr enjoying it Fast like you and I',positive
'Gamit m din pala twitter now akosiadrienne haha gtlt',irrelevant
'RT SAPMICROSOFT Follow whymicrosoft for insight on Microsoft solutions which drive productivity for people and their organizations',neutral
'Absolutely loving the ARC mouse courtesy of the one and only gregulator inspired microsoft',positive
'socialfans Top Twitter Related Sites design twitter',neutral
'MisThangu nope they wouldnt even let me my mom switch apple she has an upgrade mine isnt do til march',neutral
'Microsoft vi aspetta a SMAU dal al ottobre venite a trovarci Siamo al Pad Stand A',irrelevant
'ultiem zwaktebod concurrentie hekelen om je eigen product te pushen Ballmer Android is te complex microsoft fud',irrelevant
'Thoughts on Android ICS Excited to play with the new features android google',positive
'RT twandroid Prise de photo quasi instantanne ouaaaaaaahhhhh google nexusprime',irrelevant
'Now its time for some Ice Cream Sandwich Samsung launched its latest Android Galaxy Nexus phone powered by Google',neutral
'Microsoft India Webcast LIVE on Cloud Management with System Center App Controller Codename Concero Cloud',neutral
'Piensas lanzar tu propio emprendimiento Microsoft te acerca los mejores recursos tecnolgicos SoloPensamosenTI',irrelevant
'Googles Ice Cream Sandwich Official android icecreamsandwich',neutral
Google,irrelevant
'Echelon Quality Management System pdf ebook google',irrelevant
'Raise your hand if you now want an Android IceCreamSandwich powered GALAXYNexus phone Google Samsung',positive
'dgosset lolopb oh putain jai vid mon spam il y a peu Le mail de applecertapplecom est dans ce quil reste',irrelevant
'Para el que le interese saber las caractersticas del nuevo cel que me comprar El galaxynexus de google',irrelevant
'Google Ice Cream Sandwich Android a handson screenshot gallery via engadget',neutral
'kursed Google is terrible at presentations Hated the terrible camera interference from the huge screen behind the speakers headache',negative
'Me Ausenteii por mutivos que me DeixaramTriste mais Twitter Estou de Volta uhuruoooo',irrelevant
'Did Google really just highlight a new font Roboto as part of their ICS announcement for Android Seriously',negative
'Ballmer confirms Nokia phone debut you can quote him on that microsoft SteveBallmer',neutral
'If you sign up for iClould will you also get iRain apple icloud',neutral
'awwwns Qeriido Twitter Grasiias poqe en ti puedo desahoqar miis indirectaaasD',irrelevant
'RT vers FuturKing gt FTTank Voici un trs bon rsum de lannonce du GalaxyNexus de Google',irrelevant
'RT SharonHayes Top Twitter Acronyms Abbreviations and Initialisms ruhanirabin',neutral
'Anyone use Google',neutral
'The competition Google introduces Android Ice Cream Sandwich and the Galaxy Nexus',neutral
'kymbersanden google my favorite study guide',positive
'Twitter se tarda para cambiar de avatar',irrelevant
'twitter should i upload tweetdeck for my laptop',neutral
'jajajaja ps q mas se hace En Twitter PilarGarciaM',irrelevant
'new jobs posting for google jobely',neutral
Microsoft,irrelevant
'Turns out my computer isnt as fixed as it is meant to be Fuck you Apple Im going back to your Genius Bar to complain annoyed',negative
'Google Adsense Tools Adsense Google Tools',neutral
'Microsoft should follow suit with Bing and Windows Live',neutral
'apple No location reminders on ipad That was the point of updating to iOS',negative
'que amable es la gente de apple',irrelevant
'Dennis Goedegebuures Thoughts on Changes in Google Analytics I contacted Dennis and asked',neutral
'aa laa gran laa compuu se trava sii tengo twitter y facebook aviiertooos',irrelevant
'BeeeThree I am aye I wasnt apple',neutral
'apple why is it every time there is iOS software update my iPad goes dead and I need to totally restore fail',negative
'meu Twitter ta a coisa mais linda rs',irrelevant
'RT druncks In de smartphonewereld lopen patentrechtszaken De grote winnaar lijkt Microsoft patent depers',irrelevant
'Brilhante a apresentao do Android ICS O Google simplesmente abusou da tecnologia Sambou na cara das agendas ICS google Android',irrelevant
'Trying to identify a constantcontact expert anyone on twitter',neutral
'Find more the best Angel Christmas Tree O Apple Peeler',irrelevant
'Google announces Android Beam for sharing between Android Phones Based on NFC technology',neutral
'twitter i love you',positive
'pnt Apple',irrelevant
'This nigga need to go to Twitter Jail',neutral
'I just installed the new Twidroyd for Twitter on my Android Phone Its Free give it a try',neutral
'Another great James Stewart story in todays NY Times about importance of architecture in apple retail success',positive
'philipgrey dear apple why you gotta go change the way ltinput typenumbergt is handled out of the blue',negative
'Vuelvo a el Twitter hasta el by LLLF',irrelevant
'RT GroenewegBV Steve Ballmer haalt uit naar Android nuandroid Dan ben ik ook een nerd ja daaaaag slecht zeg v',irrelevant
'bxlewi heydo you know why Apple hasnt added G support yet Seems like an odd omission for such an advanced device',neutral
'Ice Cream Sandwich to stop carriers bullying smartphone users google android',positive
'RT iLoveMyTats Lmao RT MissAyunnaaa Well thats my que bye Twitter oomf finna start quotin lines from ATL lol',neutral
'Zapatero Google Hay que darse prisa en conocer el fenmeno web acabar en aos',irrelevant
'Is it Google bookmark or links that bring site traffic blogspot wp',neutral
'twitter Off a dormir para no pensar en ti',irrelevant
'Ballmer Thinks You Have To Be A Computer Scientist To Use Android tech microsoft i agree to some extent',positive
'Twitter CEO DickC on Apple Privacy Free Speech and Google Far From IPO',irrelevant
'twitters dumb I dont like it Hush up Justin',neutral
'Android Google ICS Has Completely Revamped Your Contacts Into The People app DhilipSiva',neutral
'apple Whats the point of iCloud wireless updates when ios now forces me to use the computer to charge my ipod touch now worstupdateever',negative
'Microsoft licensing process is annoying',negative
'Today very cheap for IcemakerAnd Free shipping for Icemaker too Apple Peeler',irrelevant
'Today very cheap for Hemp For FuelAnd Free shipping for Hemp For Fuel too Apple Peeler',irrelevant
'Hey apple next update can we get an emoji thats pointing the middle finger please Thanx',neutral
'I sure as hell better be able to restore my calendar events Terrible bug apple apple icloud anothericloudfail',negative
'Harmonix Microsoft',neutral
'CEOh no he didnt Steve Ballmer lays into Android microsoft ballmer android',neutral
'Android Ice Cream Sandwich features facerecognition to unlock your phone no more entering a pin or password fb google',neutral
'So sleepy and tired going to bed Nigh Twitter',neutral
'No s que hara sin Twitter Bueno s probablemente mis tareas',irrelevant
'How much do Apples factories cost asymco',neutral
'Good dev opportunities at Microsoft UX Tour Helsinki Finland',positive
'Microsoft CEO Steve Ballmer on Not Buying Yahoo Sometimes Youre Lucky',neutral
'itasum Gadgeteer The New Way to make inspire and stimulate learning edugeek kinext microsoft',neutral
'Thank you logoninjas for following us on twitter awesome name btw',neutral
'Steelo yea I preorder through apple and they sorry too just like ATT',negative
'Google Google besttigt Android Ice Cream Sandwich fr das Nexus S mobiFlipde Nachdem Google und Samsun',irrelevant
'Find give information about software bugs help improve Microsoft products Apply to become a Beta Tester ITPro',neutral
'Love my new IS Apple updates Just when I think it cant get any better somehow it simplifies my life more Thats rightits an Apple',positive
'Casa de herrero cuchillo de palo DCE Microsoft lt Como NO manejar errores Link',irrelevant
'Buenas Noches que descansen Twitter OF ZzzzzZzzzzz',irrelevant
'Me too RT MohamedG Exciting day Its Ice cream Sandwich day Google Android',positive
'Apple Would much rather get outta this having a see pic and have fun with this Have your friends choose music',neutral
'YO SOY LO MAS CABRON QUE HA NACIDO EN TWITTER QUIEN ES TWITTERO ANTIGUO LO SABE DESDE NOVIEMBRE DEL',irrelevant
'Steve Ballmer people need to be computer scientists to figure out how to use Android phones Telegraph Microsoft',neutral
'Angeliquelique yooo my nigga i sooo blowed i forgot bout twitter but im bkkkkkk',neutral
'Facebook is becoming trashier and trashier twitter',neutral
'THiS IS WHAT WiLL KiLL APPLE RiP APPLE',negative
'IDGAFBoutYou llssssyea I knololI aint been fuckin wit dis jointI guess twitter missed me tho huhslssslol',neutral
'Thank you for the laughs Google tapping my peepz white suit face unlock fail using an LED screen for a video cast Love it anyway lt',neutral
'RT MobileTechWorld Jet Car Stunts Xbox Live game for Windows Phone released wp xbox microsoft',neutral
'Android Google Galaxy Nexus and Ice Cream Sandwich Promo Video Released Verizon Spotted in DhilipSiva',neutral
'AND HOW EVERYTIME I GAIN A FOLLOWER IT SAY I LOSE ONE FUCKINUP TWITTER VERY HEAVILYPROMOALLDAY TMW FOLLOWLIMITISGAY STEPITUP',neutral
'twitter casi no te pelo lo siento uu JAJA',irrelevant
'Windows Microsoft please implement a UAC prompt when a non elevated process drops on elevated process instead of failing silently',neutral
'Zzzzzzzzzzzz night Twitter GodBless',neutral
'sarahhjessica your seriously addicted twitter',neutral
