sentiment,TweetText
"negative","st impressions of iOS Disappointed w upgrade restore Lot of apps folders missing apple do how much time went in orging it fail"
"negative","Watching podcast of Steve Jobs Bill Gates at D Gates sucks at tech predictions All talk Apple Microsoft"
"negative","Twitter timeline and mentions up the shit"
"neutral","RT fucktec Google confirms Nexus S will get IceCreamSandwich for real this time Gingerbread devices too"
"neutral","RIM to release new generation of phones in the new year to contend with Apple Hmmm"
"negative","Google go went goneserver issues first time since agesnow my faith in Tech from RIM to Microsoft has been completely lifted"
"negative","RT SHlFT dear google samsung learn some presentation first please"
"irrelevant","Hola Twitter y tambin hola estpido caso clnico uu"
"neutral","Hugo is buddies with Cent google android"
"irrelevant","Microsoft di noi utilizza servizi cloud senza saperlo Rivelata release di WindowsPhone e aggiornamenti Hotmail"
"neutral","the announcement is in hong kong gotcha icecreamsandwhich android galaxynexus mynextphone google ics droid"
"negative","RT gdcurry Really Apple What have you done to my iTunes now I cant click on Music Movies TV Shows or any playlists I get a l"
"irrelevant","Je moet er wel een mechanische papegaai voor op je schouder hebben maar dan heb je ook wat Erg gaaf microsoft"
"irrelevant","I guess I should go hublot apple and ZegnaOfficial shopping next week Birthdays only come once a year Lol"
"neutral","Motorola Droid Razr vs Samsung Galaxy Nexus chart CNET blog nexus one google"
"positive","When Im about to tweet something and I cant remember how to spell I go straight to Google"
"neutral","Ballmer mocks Android promises a bunch of new Nokia Windows Phones next week video microsoft windows"
"irrelevant","o TWITTER FODA Esposa defende Luis Fabiano no Twitter Jogo Aberto gt o bixo pegou"
"irrelevant","Buy more products of Hemp Jewelry Instructions nowFree ship Apple Peeler"
"irrelevant","studiodev aha et qui est ce qui va remonter dans les rsultats google p"
"neutral","Ok so it was a lion and not a leopard Too much upgrading this weekend apple"
"neutral","Bout to tweet about tweeting twitter Seahawkswag"
"neutral","cpmorris congrats on joining twitter"
"neutral","hm You can directly share your Facebook photos on Twitter with"
"positive","Video card on Kimaris workstation died after just six months So long hp Hello apple"
"neutral","Smart as hell The Great Tech War Of fmanjoo FastCompany Fab Four apple google amazon facebook"
"irrelevant","MEU TWITTER TA TO MOVIMENTADO D ai sim em"
"irrelevant","Comooo es q me dices q he llegado alos limites de uso twitter no q lo nuestro duraria siempre X"
"irrelevant","Conoce al nuevo Samsung GalaxyNexus con Android IceCreamSandwich Google Smartphones"
"neutral","Well we should knw that this isnt the app from google unlike Apple"
"neutral","Loving these names Google Chases Apple With Ice Cream Sandwich mobile"
"neutral","ATTCustomerCare att apple I already have an iPhone with an ATT contract Can I buy a factory UNLOCKED iPhone S with my contract"
"positive","When I say Im going to bed that really means Im gonna sit on twitter for min then go to bed Twitterlt"
"neutral","SEO backlinks google index Free Tool"
"neutral","wwwgeolocotv Geoloco future of tech brands ads in location revolution San Francisco keynotes Google Facebook Starbucks"
"irrelevant","Google Endlich Alle offiziellen Details zum Google Galaxy Nexus und zu Android Ice Cream Sandwich mit Videos"
"irrelevant","Que segn un humano puede decir palabras en horas Y cuando no hay con quien vomitarlas todas A cierto el chat o twitter"
"neutral","RT NeowinFeed Microsoft CEO says company got lucky when Yahoo deal fell apart microsoft steveballmer neowin"
"irrelevant","Galaxy Nexus lb i novinky v ICS Najt truhlu se zlaky je mj D Snad jet nezapomenou na Nexus One Google"
"neutral","Twhistler makes Twitter sing twitter"
"neutral","Shes a freaked out philosopher on twitter lol girl bye"
"neutral","Google Samsung unveil Ice Cream Sandwichpowered Galaxy Nexus"
"neutral","Anyone know why we can only read iBooks on the iPhone and iPad Any ideas how to read them on mac apple"
"neutral","been using microsoft office for years well here are some tips to be more efficient that even you might not know"
"positive","Blog Post Cool Tool Microsoft Mouse Without Borders Tools Utilities microsoft"
"irrelevant","Twitter"
"negative","adiman google fail"
"neutral","Congrats to Microsofts Monica Diaz for being part of HispanicBizMag Most Influential Hispanics"
"neutral","RT DJTREBEL fail i guess apple didnt notify these clowns that the iPhone isnst out yet"
"neutral","Would you look at that SouthwestAir does Apple style welcomes as well customerappreciation custserv"
"neutral","I might call it a night goodnight twitter"
"neutral","Email with line preview offline search of any amount of emails you want Android Google"
"negative","Man Twitter Is Gettin BORING"
"irrelevant","TeamFollowBack TFB MustFollow MF FollowNow FN FollowFriday FF IFB Twitter Follow allrgictyu yibumsuk DatFix Alleyupi"
"neutral","Put your twitter on autopilot and let it gain followers for you TeamFollowBack Twitter autopilot aday"
"negative","Yeh behatreen samay hay parivar honeka says the microsoft ad in hindi Preaching family values to indians Get a local ad agency guys"
"neutral","Android Google Texas Instruments Its Not the Number of Cores Its Sophistication DhilipSiva"
"neutral","Microsoft shows touch screen for any surface"
"neutral","Mkiite twitter Off"
"irrelevant","GoogleGoogleGalaxy Nexus androidjp samsung google galaxynexus"
"irrelevant","Microsoft desarrolla una pantalla tctil proyectada sobre cualquier superficie microsoft tecnologia tic omnitouch"
"neutral","Android Google Ice Cream Sandwich Feature Closer Look Resizable Widgets Folders Multitasking And DhilipSiva"
"irrelevant","kvanee hahaha entonces q espera para irse a dormir aja pero el vicio del twitter le gana mas hahaha uii no seito eso no se hace lol"
"positive","Thank you apple for Find My Mac just located and wiped my stolen Air smallvictory thievingbastards"
"neutral","VIDEO Microsoft CEO Steve Ballmer talks at WebSummit about Yahoo Bing and more"
"positive","New iOS update is THE BEST iloveyou apple"
"neutral","Hitting the sack early Gnight twitter"
"negative","This does not bode well After charging all night my Apple iPhone S has battery after only hr off charger with no calls light use"
"neutral","The Ice Cream Sandwich presentation was very buggy however looks much more promising than expected Android GalaxyNexus Google"
"irrelevant","ipad mi aparato favorito de la vida frase celebre de Azay Carrasco apple ipad"
"irrelevant","Google y Samsung lanzan oficialmente el GalaxyNexus con Android IceCreamSandwich"
"neutral","Gee I cant imagine that the maps app graphic from this Samsung website will help their court cases vs Apple"
"negative","Im givin this stupid apple reserve system days If I cant get reservation Ill never buy any Apple products yup I hate contracts"
"neutral","Calling All IceCreamSandwich Lovers Google Samsung Like in Hong Kong A new look at whats new from Android"
"irrelevant","Saindo Twitter"
"neutral","RT Apple We destroying you next RT therealterica Duh TeamAndroid RT JuanHustle I got a feeling we living in the last days of Blackberry"
"neutral","RT Gaabisfc My twitter age is days hours minutes seconds Find out yours at twittertime"
"neutral","RT edatpost Bah Genius BAR RT edatpost Apple fan Eric Holder spotted at the Genius Store"
"irrelevant","SamsungAndroid GoogleGALAXY Nexus ITmedia google"
"irrelevant","RT cmaneu stage Toulouse Microsoft net SuperBote Win geeks Please RT"
"neutral","Microsoft delivers developer preview of Roslyn compiler as a service"
"neutral","RT lcashdol Too bad google didnt have a tribute graphic for DennisRitchie"
"neutral","Microsoft extends revenue guarantees to Yahoo Yahoo disclosed today that Microsoft extended"
"positive","Today I was introduced as BigDealDawson at LGFW O twitter and social media I love you Teehee xx"
"irrelevant","ferchowii AdrMartCom Apple no tengo"
"irrelevant","RT martijnkoster Zeer leerzame dag vandaag redhat en microsoft Morgenvroeg naar tallgrass voor de nieuwste technieken op glasvezel"
"irrelevant","Google llega a millones de usuarios aunque su problema sigue siendo la poca permanencia en esta RedSocial"
"neutral","Whoa Line at apple store in Glendale for iPhone S"
"irrelevant","Elitotora Ajajaja Pero si avis poh Ac en el twitter adem q te dije q la iba a ver xD"
"neutral","RT smartreMarks RT Itskcheese some stuff you only find on TWITTER lolz lt LMAO"
"neutral","Teamfollowback Microsoft expands Windows Phone Marketplace to India microsoft windowsphone india"
"neutral","A Great iPhone S Review engadget iphone apple"
"irrelevant","RT olibe For Twitter free speech is what matters not real names factsandtools Twitter Google"
"negative","Ive seen a couple of iPhone Ss already but still no Windows Phone s ever Microsoft not so hot"
"neutral","DAMN Galaxy Nexus Google Android time for me to upgrade my Nexus S xD"
"neutral","adityasood apple Quora I totally agree was talking wfriends about that yesterday Siri Everywhere"
"irrelevant","RT BarbieGeek Wordperfect Windows Microsoft Bill Gates llamado a declarar por un antiguo caso de monopolio contra Microsoft http"
"irrelevant","Terminaux Windows empchant dinstaller Linux la polmique enfle Microsoft"
"neutral","Watching ice cream sandwich So far it only melted when attempting facial recognition during unlock YouTubecomandroid Samsung google"
"neutral","Windows Phone Tango and Apollo rumors suggest new screen specs microsoft windows"
"irrelevant","RTJohanBlok Smartsite prijsmodel voor Microsoft Azure cloud afgerond Volgende week eerste site live in the cloud in"
"negative","WindowsPhone would get a lot more blog and review love if Microsoft provided a tool to grab screenshots Its nearly impossible wpt"
"irrelevant","GoodNightPeople Hasta Mn Twitter B"
"positive","Forget the phone Nice UI Liking the Scroll Feature android google nexus"
"negative","Suddenly lost all address book on GS iPhone And someone was using my Apple ID It all fucked up"
"irrelevant","Galaxy Nexus android galaxy nexus google"
"neutral","RT rickholgate Packed session on Apple and Google at GartnerSYM Indicator of todays mindshare"
"irrelevant","microsoft intervista vivido sul cloud"
"positive","Lunch today Eating it at Microsoft while attending VSLive Priceless"
"irrelevant","Google When you perform texas hold em do you have to use the cards you are dealt go through on wikileaks"
"neutral","Google announces NFCbased Android Beam for sharing between phones"
"irrelevant","Me he vuelto un ser nocturno gracias a las redes sociales Twitter como una de mis favoritas MoreDigitalLessHuman"
"irrelevant","Google adds default endtoend encryption to search via regvulture Ik zeg goed bezig Jammer dat microsoft achter"
"neutral","Europe Approves Microsoft Takeover of Skype UK London"
"irrelevant","RT twandroid Deux lignes sont affiches sur la premire page de GMail pour chaque mail un aperu en quelque sorte google nexusprime"
"neutral","RT jeffbullas What Is A Facebook Like Worth For Your Business SMM SocialMedia Twitter"
"irrelevant","RT dulmandakh Google"
"negative","ZackSiezmagraff A few people are reporting twitter retweets not working Probably a technical problem"
"irrelevant","Un generador de partculas subatomicas marca Acme es mas divertido que ver a una mosca dormir hedicho Twitter Off"
"neutral","SpeechTrans on Apple App store listed as the best bidirectional Speech To Speech Translator Posts on Twitter"
"irrelevant","RT centroandroid Google presenta Android Beam una nueva forma de compartir por NFC"
"irrelevant","obrigado cpfl obrigado microsoft obrigado totvs hellonearth"
"neutral","Need to update my apps my apple ID is disabled Dont know what to do apple AppStore itunes SiriAssistant"
"negative","I dont understand y Google mail can work seamlessly in all browsers in all platforms and Microsoft Exchg sucks n says you need IE"
"positive","RT drewbezanson You can literally go back and forth between Facebook twitter text and email all do technology is too good"
"neutral","RT WinRumors If you missed this earlier Steve Ballmer bashes Android phones video microsoft windows"
"irrelevant","Che a alguien le gusta mi nuevo fondo o mi icono de twitter o"
"irrelevant","Vous rappelez vous lpoque du Gros Mchant Microsoft"
"neutral","New Galaxy Nexus App Improvements Beam sharing using NFC nexus samsung google android bitlynEJbyE"
"neutral","Use Twitter to generate traffic to your website"
"irrelevant","caramba a galera da google mandou muito bem no novo android novidades na app da camera esto d soudev o quero o novo Google Nexus D"
"irrelevant","raellenkoga kk isso porque eu ttinha twitter antes de voc mais ttinha esqueciido de tudo S kkkkkkk"
"irrelevant","iPadApple"
"negative","apple you can suck it you and your fucking iPhones better be glad its all I like cause the service Is fucking terrible"
"positive","So so excited for all of the new Android features Awesomeness Android ICS Google GalaxyNexus"
"positive","apple Siri is amazing"
"neutral","RT SimonTownsend Microsoft tests and proves AppSense enterprise scalability K users on one personalization DB"
"neutral","Blessing in disguise Ballmer feels lucky Microsoft didnt buy Yahoo in business"
"positive","Microsoft Stores offer up free Windows Phone devices microsoft microsoftstores"
"negative","ICS android is going to kill both Mango wmp microsoft and rimm it already killed webOS and Nokia OS"
"neutral","Have anyone of you found a Twitter to Google tool Google Twitter"
"irrelevant","Kinect Sports Nos premires impressions kinect microsoft"
"positive","Create new folders from within your photo album in iOS finally Thanks Apple thats been a thorn in my side for a while newfeature"
"irrelevant","danielpulido Con el tiempo querido amigo entenderas pronto aprenderas alabado sea twitter el diario de personasinviables D"
"neutral","nandkrish Microsoft arrogance again Ballmer says you need to be a computer scientist to use Android"
"negative","apple just now seeing none of my Microsoft Office programs work anymore after Lion upgrade Why"
"neutral","Twitter should have Emoticons"
"irrelevant","RT twandroid Possibilit de mettre des contacts dans les dossiers google nexusprime"
"irrelevant","MissHell Umm pretty sure I typed Apple not you but okies whyd you do it then grin"
"positive","Loved the introduction of the Google Galaxy Nexus Ice Cream Sandwich Really looking forward to my new phone android ics nexus google"
"negative","apple cu"
"irrelevant","Microsoft verlngert Umsatzgarantien fr Suchpartner Yahoo Yahoos InterimsCEO Tim Morse zufolge sol microsoft"
"neutral","twitter keeps me from sleeping soaddicted"
"neutral","Win an Apple iPod Touch from Mommygaga get the Pampers Hello World Baby Memories App PampersHelloApps"
"neutral","Android Ice Cream Sandwich announcement roundup android google"
"neutral","Microsoft researchers want to turn your hand into a touchscreen via arstechnica"
"neutral","Twitter Off"
"irrelevant","Warum steht bei anked eigentlich ehemalige Microsoft Managerin und nicht Zuknftige Piraten Stadtrtin AnneWill"
"irrelevant","Lo primero que pongo cuando abro el navegar es Twitter Luego Facebook y de ultimo Hotmail jajaja"
"neutral","Microsoft Takes a Shot at the Wii in Their Newest DanceCentral Ad Video Kinect games"
"neutral","RT petapixel iPhone S vs Canon D Mark II A sidebyside comparison of p HD video ltltapple Wow"
"irrelevant","RT DanyFajardo DanielaS eso Google"
"neutral","GMusic Unites Google Music with Apple iOS Apps republished"
"negative","I am very upset about and inconvenienced by this iphone update failed backup iphone apple"
"neutral","RealJaythoven twitter and Facebook gone get sumbody beat up mane everybody b so reckless"
"irrelevant","tava fazendo o twitter da minha irm kkk"
"positive","RT derryXOwners I like twitter"
"negative","You know apple Its been almost a week since I paid for iTunes Match I would really like to use it Any ETA on a fix"
"negative","So let me get this straight microsoft makes windows phone microsoft owns skype but theres no skype app for windows phone"
"positive","WPdesignteam joebelfiore windowsphone You guys just taught Google Android how to design a decent phone So much Metro Good Job guys"
"irrelevant","O piratasdainformatica s no disse se o Bill Gates tbm dono da Apple"
"irrelevant","Ballmer Microsoft fue afortunado de no haber adquirido Yahoo en previo al colapso financiero de aquel momento"
"neutral","Microsoft opens the spigot Windows Phone Mango available to all microsoft windowsphone Microsoft has said th"
"irrelevant","RT twandroid Nouvelle app Calendrier plus pure google nexusprime"
"irrelevant","Creo que hoy es mi ultimo da en Twitter"
"irrelevant","Hrt einen Vortrag von Leslie Lampert einem Microsoft Guru"
"neutral","microsoft announces SP for office and sharepoint"
"neutral","Big Data and the Cloud More Hype or a Real Workload azure hpc microsoft"
"neutral","RT TalkYoISH Dear Apple Can We Get Some AfroAmerican Emoticons Management"
"irrelevant","ferisykes por fi te encuentro en Twitter DD"
"irrelevant","Android ICS predice cul ser tu gasto de datos y te advierte o bloquea para que no gastes ms dinero tecnologia ciencia google"
"neutral","SEO TipMeta nofollowed or robotstxt blocked pages DO receive pagerank juice when they get links google"
"irrelevant","Voici un trs bon rsum de lannonce du GalaxyNexus de Google"
"irrelevant","RT JuanJimenezV Tan linda MiN me arreglo el Twitter de nuevoooo"
"negative","IOS has one problem when i save someone in my contacts they dont show his nam becuz of the region apple apple"
"irrelevant","keizai sumaho google"
"neutral","is oxycodone and nyquil a bad mix lol I dont think so but ineedadoctor and Im to lazy to use google"
"negative","Apple thank you for sucking so much I cannot believe you would sell something online that isnt made"
"neutral","Apple have just announced they sold million phones this weekend Incredible That recession continues to bite apple recession"
"neutral","RT whymicrosoft Are you making the move from GoogleApps to Microsoft gtgt Metalogix can migrate you from GoogleApps to SharePoint"
"irrelevant","alejado de twitter y facebook mi vida esta vacia ya ni tiempo tengo de quejarme"
"neutral","My thoughts on tonights Google Ice Cream Sandwich and Samsung Galaxy Nexus talk"
"irrelevant","nataliagdl hahahaha bby obviamente no es para ti ni para nadie en Twitter"
"positive","blackberry boo hissapple wuhu When will my berry powered technology actually work"
"neutral","apple appstore mac iOs Ipad siri Will siri be available for iPad"
"irrelevant","Microsoft e Adobe i pi danneggiati dalla pirateria mercato"
"positive","tas Thnx Isnt Twitter pretty damn amazing Hope yr enjoying it Fast like you and I"
"irrelevant","Gamit m din pala twitter now akosiadrienne haha gtlt"
"neutral","RT SAPMICROSOFT Follow whymicrosoft for insight on Microsoft solutions which drive productivity for people and their organizations"
"positive","Absolutely loving the ARC mouse courtesy of the one and only gregulator inspired microsoft"
"neutral","socialfans Top Twitter Related Sites design twitter"
"neutral","MisThangu nope they wouldnt even let me my mom switch apple she has an upgrade mine isnt do til march"
"irrelevant","Microsoft vi aspetta a SMAU dal al ottobre venite a trovarci Siamo al Pad Stand A"
"irrelevant","ultiem zwaktebod concurrentie hekelen om je eigen product te pushen Ballmer Android is te complex microsoft fud"
"positive","Thoughts on Android ICS Excited to play with the new features android google"
"irrelevant","RT twandroid Prise de photo quasi instantanne ouaaaaaaahhhhh google nexusprime"
"neutral","Now its time for some Ice Cream Sandwich Samsung launched its latest Android Galaxy Nexus phone powered by Google"
"neutral","Microsoft India Webcast LIVE on Cloud Management with System Center App Controller Codename Concero Cloud"
"irrelevant","Piensas lanzar tu propio emprendimiento Microsoft te acerca los mejores recursos tecnolgicos SoloPensamosenTI"
"neutral","Googles Ice Cream Sandwich Official android icecreamsandwich"
"irrelevant","Google"
"irrelevant","Echelon Quality Management System pdf ebook google"
"positive","Raise your hand if you now want an Android IceCreamSandwich powered GALAXYNexus phone Google Samsung"
"irrelevant","dgosset lolopb oh putain jai vid mon spam il y a peu Le mail de applecertapplecom est dans ce quil reste"
"irrelevant","Para el que le interese saber las caractersticas del nuevo cel que me comprar El galaxynexus de google"
"neutral","Google Ice Cream Sandwich Android a handson screenshot gallery via engadget"
"negative","kursed Google is terrible at presentations Hated the terrible camera interference from the huge screen behind the speakers headache"
"irrelevant","Me Ausenteii por mutivos que me DeixaramTriste mais Twitter Estou de Volta uhuruoooo"
"negative","Did Google really just highlight a new font Roboto as part of their ICS announcement for Android Seriously"
"neutral","Ballmer confirms Nokia phone debut you can quote him on that microsoft SteveBallmer"
"neutral","If you sign up for iClould will you also get iRain apple icloud"
"irrelevant","awwwns Qeriido Twitter Grasiias poqe en ti puedo desahoqar miis indirectaaasD"
"irrelevant","RT vers FuturKing gt FTTank Voici un trs bon rsum de lannonce du GalaxyNexus de Google"
"neutral","RT SharonHayes Top Twitter Acronyms Abbreviations and Initialisms ruhanirabin"
"neutral","Anyone use Google"
"neutral","The competition Google introduces Android Ice Cream Sandwich and the Galaxy Nexus"
"positive","kymbersanden google my favorite study guide"
"irrelevant","Twitter se tarda para cambiar de avatar"
"neutral","twitter should i upload tweetdeck for my laptop"
"irrelevant","jajajaja ps q mas se hace En Twitter PilarGarciaM"
"neutral","new jobs posting for google jobely"
"irrelevant","Microsoft"
"negative","Turns out my computer isnt as fixed as it is meant to be Fuck you Apple Im going back to your Genius Bar to complain annoyed"
"neutral","Google Adsense Tools Adsense Google Tools"
"neutral","Microsoft should follow suit with Bing and Windows Live"
"negative","apple No location reminders on ipad That was the point of updating to iOS"
"irrelevant","que amable es la gente de apple"
"neutral","Dennis Goedegebuures Thoughts on Changes in Google Analytics I contacted Dennis and asked"
"irrelevant","aa laa gran laa compuu se trava sii tengo twitter y facebook aviiertooos"
"neutral","BeeeThree I am aye I wasnt apple"
"negative","apple why is it every time there is iOS software update my iPad goes dead and I need to totally restore fail"
"irrelevant","meu Twitter ta a coisa mais linda rs"
"irrelevant","RT druncks In de smartphonewereld lopen patentrechtszaken De grote winnaar lijkt Microsoft patent depers"
"irrelevant","Brilhante a apresentao do Android ICS O Google simplesmente abusou da tecnologia Sambou na cara das agendas ICS google Android"
"neutral","Trying to identify a constantcontact expert anyone on twitter"
"irrelevant","Find more the best Angel Christmas Tree O Apple Peeler"
"neutral","Google announces Android Beam for sharing between Android Phones Based on NFC technology"
"positive","twitter i love you"
"irrelevant","pnt Apple"
"neutral","This nigga need to go to Twitter Jail"
"neutral","I just installed the new Twidroyd for Twitter on my Android Phone Its Free give it a try"
"positive","Another great James Stewart story in todays NY Times about importance of architecture in apple retail success"
"negative","philipgrey dear apple why you gotta go change the way ltinput typenumbergt is handled out of the blue"
"irrelevant","Vuelvo a el Twitter hasta el by LLLF"
"irrelevant","RT GroenewegBV Steve Ballmer haalt uit naar Android nuandroid Dan ben ik ook een nerd ja daaaaag slecht zeg v"
"neutral","bxlewi heydo you know why Apple hasnt added G support yet Seems like an odd omission for such an advanced device"
"positive","Ice Cream Sandwich to stop carriers bullying smartphone users google android"
"neutral","RT iLoveMyTats Lmao RT MissAyunnaaa Well thats my que bye Twitter oomf finna start quotin lines from ATL lol"
"irrelevant","Zapatero Google Hay que darse prisa en conocer el fenmeno web acabar en aos"
"neutral","Is it Google bookmark or links that bring site traffic blogspot wp"
"irrelevant","twitter Off a dormir para no pensar en ti"
"positive","Ballmer Thinks You Have To Be A Computer Scientist To Use Android tech microsoft i agree to some extent"
"irrelevant","Twitter CEO DickC on Apple Privacy Free Speech and Google Far From IPO"
"neutral","twitters dumb I dont like it Hush up Justin"
"neutral","Android Google ICS Has Completely Revamped Your Contacts Into The People app DhilipSiva"
"negative","apple Whats the point of iCloud wireless updates when ios now forces me to use the computer to charge my ipod touch now worstupdateever"
"negative","Microsoft licensing process is annoying"
"irrelevant","Today very cheap for IcemakerAnd Free shipping for Icemaker too Apple Peeler"
"irrelevant","Today very cheap for Hemp For FuelAnd Free shipping for Hemp For Fuel too Apple Peeler"
"neutral","Hey apple next update can we get an emoji thats pointing the middle finger please Thanx"
"negative","I sure as hell better be able to restore my calendar events Terrible bug apple apple icloud anothericloudfail"
"neutral","Harmonix Microsoft"
"neutral","CEOh no he didnt Steve Ballmer lays into Android microsoft ballmer android"
"neutral","Android Ice Cream Sandwich features facerecognition to unlock your phone no more entering a pin or password fb google"
"neutral","So sleepy and tired going to bed Nigh Twitter"
"irrelevant","No s que hara sin Twitter Bueno s probablemente mis tareas"
"neutral","How much do Apples factories cost asymco"
"positive","Good dev opportunities at Microsoft UX Tour Helsinki Finland"
"neutral","Microsoft CEO Steve Ballmer on Not Buying Yahoo Sometimes Youre Lucky"
"neutral","itasum Gadgeteer The New Way to make inspire and stimulate learning edugeek kinext microsoft"
"neutral","Thank you logoninjas for following us on twitter awesome name btw"
"negative","Steelo yea I preorder through apple and they sorry too just like ATT"
"irrelevant","Google Google besttigt Android Ice Cream Sandwich fr das Nexus S mobiFlipde Nachdem Google und Samsun"
"neutral","Find give information about software bugs help improve Microsoft products Apply to become a Beta Tester ITPro"
"positive","Love my new IS Apple updates Just when I think it cant get any better somehow it simplifies my life more Thats rightits an Apple"
"irrelevant","Casa de herrero cuchillo de palo DCE Microsoft lt Como NO manejar errores Link"
"irrelevant","Buenas Noches que descansen Twitter OF ZzzzzZzzzzz"
"positive","Me too RT MohamedG Exciting day Its Ice cream Sandwich day Google Android"
"neutral","Apple Would much rather get outta this having a see pic and have fun with this Have your friends choose music"
"irrelevant","YO SOY LO MAS CABRON QUE HA NACIDO EN TWITTER QUIEN ES TWITTERO ANTIGUO LO SABE DESDE NOVIEMBRE DEL"
"neutral","Steve Ballmer people need to be computer scientists to figure out how to use Android phones Telegraph Microsoft"
"neutral","Angeliquelique yooo my nigga i sooo blowed i forgot bout twitter but im bkkkkkk"
"neutral","Facebook is becoming trashier and trashier twitter"
"negative","THiS IS WHAT WiLL KiLL APPLE RiP APPLE"
"neutral","IDGAFBoutYou llssssyea I knololI aint been fuckin wit dis jointI guess twitter missed me tho huhslssslol"
"neutral","Thank you for the laughs Google tapping my peepz white suit face unlock fail using an LED screen for a video cast Love it anyway lt"
"neutral","RT MobileTechWorld Jet Car Stunts Xbox Live game for Windows Phone released wp xbox microsoft"
"neutral","Android Google Galaxy Nexus and Ice Cream Sandwich Promo Video Released Verizon Spotted in DhilipSiva"
"neutral","AND HOW EVERYTIME I GAIN A FOLLOWER IT SAY I LOSE ONE FUCKINUP TWITTER VERY HEAVILYPROMOALLDAY TMW FOLLOWLIMITISGAY STEPITUP"
"irrelevant","twitter casi no te pelo lo siento uu JAJA"
"neutral","Windows Microsoft please implement a UAC prompt when a non elevated process drops on elevated process instead of failing silently"
"neutral","Zzzzzzzzzzzz night Twitter GodBless"
"neutral","sarahhjessica your seriously addicted twitter"
"positive","Twitter gt Facebook"
"irrelevant","Disculpame twitter te e tenido algo avandonado este dia"
"positive","WOW the new Google Nexus is just beautiful totally gonna boost googles market share in the smart phone market"
"neutral","Apple received m preorders in a single day for its new iPhone S consumerdemand stevejobs"
"neutral","Android Google New UI and Core Features in Android Ice Cream Sandwich Overview DhilipSiva"
"neutral","google icecreamsandwich event featured minecraft"
"neutral","Google Docs presentations get realtime collaboration transition effects and more Google"
"irrelevant","Saaindo aqq boa noite twitter"
"neutral","Amazing that at microsoft TechEdAfrica everyone is running iOS phones"
"neutral","Because you are what you search Now everyone wants to customize search Microsoft as well as MCHammer WiredDoo"
"irrelevant","Nice Duim navigatie voor de tablet apps augnl microsoft"
"irrelevant","RT twandroid Android Beam partager du contenu entre devices Android via le NFC google nexusprime"
"neutral","Microsofts Ballmer Swipes at Google"
"irrelevant","Microsoft entwickelt Sensor fr Arbeitskleidung Es geht nicht etwa um den Grad der Verschmutzung so microsoft"
"irrelevant","Microsoft ruft Cloud Society Award ins Leben via searchsoftware"
"neutral","Lol itss ben a year since i had a twitter but i jus start using it"
"positive","Another Gem from Microsoft Curate your personal history with Project Greenwich Available later this month"
"negative","Microsoft arrogance again Ballmer says you need to be a computer scientist to use Android"
"neutral","Some people should not post replies in Google threads Their posts only continue to weaken their creditbility"
"neutral","RT aplusk Sending love light to everyone Apple the entire Jobs familyToday we lost a Giant who will be missed even by those who"
"neutral","OmniTouch Microsoft via youtube"
"negative","first thing on googles to do list hire a performance coach"
"neutral","iPhone S Setup SIRI for your Tweets apple apple iphone siri"
"negative","BrianMincey apple the chipsets tear through battery life Coworker has a htc thunderbolt that he gets about hours of life"
"irrelevant","ACRISREYS Agora q estava legal acabou Deixa eu t perguntar Como eu popularizo o meu twitter Vc tem dicas"
"irrelevant","twitter detik Buntut Kongres Rakyat Papua Orang Ditemukan Tewas"
"irrelevant","RT marcoagnoli Belle le magliette che diamo a SMAU in Microsoft"
"irrelevant","JessHaddad D tonces deja el vicio de Twitter xD"
"irrelevant","Android Ice Cream Sandwich Android kiarabi google android"
"neutral","fabim not that I know of I think it is only on iOS should get apple to make a desktop app"
"irrelevant","Uff mucha expectacin con el Plan Nacional Qu prioridades tenemos como Pais Plan Nacional microsoft"
"neutral","Android Google Video Googles Nexus site updated with new device and ICS features DhilipSiva"
"neutral","RT FierceCIO What happens to Skype now that it is officially Microsofts MSFT"
"neutral","RealEstateGuyWI All about yesterdays Apple upgrade Helpful but maddening"
"neutral","Twitter and Google just cant agree on Realtime Search deal Computerworld av"
"neutral","Linux Licensing in Conflict with Secure Boot Support opensource uefi microsoft"
"neutral","apple Iphones Ipads beautiful technology but alltogether mainly a marketing platform Its obscure isnt it Apple lost its touch"
"irrelevant","ZappTek iPDA v ipad microsoft mp"
"positive","LITERALLY HAD MY MIND BLOWN AWAY JUST NOW Google Samsung"
"irrelevant","cc apple"
"irrelevant","chihuahuentauro jajajaja Facebook es otra cosa insultas a Twitter jajajajajaja"
"neutral","VSLive What is up with ATT at Microsoft Full bars in one building and no service in another only or so feet away vslive"
"irrelevant","RT twandroid Nouvelle application Contacts les connections Linkedin Twitter sont enfin intgres google nexusprime"
"neutral","wait i dont really care what people are doing in their daily lives twitter"
"irrelevant","AsiaClassifiedToday Thailand Market factors to watch Oct Reuters Thailand Market asia google biz"
"neutral","This video brought a small tear to my eye Watch to SteveWoz opinion of SteveJobs and Apple"
"neutral","Microsoft Zune Digital player HDD GB WMA AAC MP video playback display"
"neutral","HTC vs Apple who winning"
"negative","Warning if iphone apps spontaneously loose data it might not be the apps fault iosdowngrade apple marcoarment"
"irrelevant","Schaue mir WMI Performance Counters auf Deutsch an und kriege Schmerzen ICH WILL SCHMERZENSGELD VON MICROSOFT fail"
